Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission
0,1,3,3,0,2,5,2,87,3,58,3,5,23,46,0,1,3,6,2775
1,0,3,1,0,0,3,1,130,1,1071,0,1,13,25,1,1,14,13,1786
2,1,1,3,0,2,5,1,191,1,30,0,7,1,15,17,2,1,9,2437
0,0,0,1,1,0,1,1,299,3,7031,1,2,10,47,12,1,2,11,2780
3,1,3,2,3,0,3,2,65,0,4298,2,5,5,50,18,0,8,5,3006
2,0,2,2,2,0,3,0,245,1,7618,0,2,8,20,18,1,4,7,3114
3,0,3,2,2,0,3,0,279,0,8301,0,6,22,11,8,0,3,3,3727
2,1,1,2,1,1,5,0,122,2,1882,2,2,12,35,5,0,3,11,1302
0,0,3,0,0,1,5,2,248,3,207,2,6,12,29,16,2,11,15,2556
2,0,2,2,0,1,5,0,50,0,671,3,5,6,29,23,0,5,12,1956
3,0,1,1,2,2,5,0,239,1,46,2,1,2,17,13,2,0,5,734
2,0,0,1,3,2,5,1,77,0,66,0,3,20,49,9,0,2,10,2413
0,0,2,1,0,0,3,0,107,3,7523,3,4,12,29,22,0,11,13,4124
0,0,0,3,2,2,5,0,243,3,51,0,2,16,50,3,0,2,5,2759
1,0,2,1,0,2,5,2,213,0,96,2,3,16,1,5,1,9,2,1667
3,0,1,2,1,0,0,1,72,0,7757,3,4,9,33,9,0,13,2,2988
2,0,3,1,0,2,5,1,152,1,79,1,7,11,15,19,1,3,4,1690
2,0,0,1,3,0,0,0,258,3,3748,2,7,17,26,22,2,5,13,3791
1,0,3,1,3,0,4,0,179,0,3148,1,7,9,27,4,0,5,3,3630
2,0,3,0,1,0,4,1,198,2,5151,0,4,19,19,12,1,2,4,3341
1,1,0,0,2,2,5,1,182,0,84,2,7,14,49,0,2,11,3,2903
2,1,1,3,2,0,3,0,58,1,8585,3,7,18,34,1,2,1,5,3942
0,1,3,2,2,1,5,2,296,0,1113,3,1,19,14,17,0,15,10,2066
1,0,3,1,3,1,5,1,66,3,1238,0,2,12,22,3,2,5,13,2527
1,1,2,2,1,0,1,0,73,3,7677,3,5,8,41,3,0,4,15,2551
3,1,3,0,2,1,5,1,211,1,1176,0,5,6,24,19,0,1,14,1954
1,1,2,0,3,2,5,0,221,2,22,2,6,5,5,2,0,12,0,1451
3,0,2,1,3,1,5,2,119,2,1797,3,2,3,24,22,1,5,15,992
1,0,3,2,3,0,2,0,240,1,2456,2,3,16,31,9,0,7,0,1710
2,1,2,0,0,0,4,0,261,3,3229,2,1,10,42,3,2,9,5,4352
1,0,2,2,1,0,2,0,149,1,3294,1,3,19,49,10,2,14,8,2062
3,0,2,2,1,0,1,1,178,3,5409,1,5,6,10,3,2,4,13,1886
0,0,3,1,0,1,5,1,190,3,561,3,4,3,13,12,2,10,1,2321
2,0,3,0,0,0,0,0,199,2,9427,0,3,22,7,20,1,2,8,3781
3,1,3,2,1,0,1,0,177,0,131,2,4,9,1,12,1,0,2,1227
0,0,1,0,3,2,5,2,70,2,34,3,2,21,48,2,0,15,11,1481
0,0,0,3,1,2,5,2,237,1,93,3,2,5,45,3,0,14,10,1325
2,0,2,1,0,0,1,0,89,3,8843,0,1,3,7,8,1,6,8,1945
3,1,2,1,2,0,0,1,95,3,556,2,4,17,38,7,1,1,11,2812
0,0,3,2,0,1,5,2,260,0,1733,1,3,20,47,2,0,7,0,2213
0,1,1,3,2,1,5,0,68,1,49,3,7,14,47,7,1,11,6,1287
0,0,1,0,0,2,5,0,201,3,60,1,6,21,12,13,2,15,15,2603
0,0,3,1,1,1,5,2,85,3,284,1,7,6,47,2,1,5,15,2394
1,0,2,0,3,1,5,1,78,3,446,1,1,11,22,23,2,8,4,2292
3,0,3,0,3,0,2,0,58,1,5956,3,4,24,45,5,2,13,2,1707
2,1,1,1,2,2,5,1,94,3,17,2,6,24,9,24,0,9,8,2757
1,0,0,3,1,1,5,0,102,1,863,1,3,23,34,4,2,6,0,955
0,1,0,3,2,1,5,0,236,0,596,3,1,9,6,21,1,9,5,1684
3,1,0,1,1,0,2,1,111,3,3325,2,6,22,21,5,2,15,3,3149
1,1,0,0,1,1,5,1,170,0,235,3,3,19,3,10,2,1,2,1806
3,0,2,1,1,1,5,2,195,2,1952,3,1,21,9,20,0,11,12,782
2,0,1,1,3,1,5,1,285,0,1963,0,4,3,28,19,2,7,12,2485
0,1,3,3,1,0,3,1,281,0,3055,0,6,13,39,5,0,10,4,3412
3,1,3,2,1,0,0,0,287,2,8077,2,2,17,50,11,2,2,11,3509
1,1,3,0,3,0,4,1,185,2,2077,0,1,11,30,20,0,6,8,2626
0,1,2,1,0,0,1,1,278,0,5043,2,5,12,13,1,1,14,3,2268
1,0,0,2,2,2,5,1,278,2,69,2,2,1,20,14,2,8,12,1642
0,1,2,0,1,0,4,1,249,1,7179,2,6,21,9,13,1,0,7,3821
2,0,0,1,1,0,4,1,60,2,7186,1,5,4,11,7,0,7,15,3508
2,1,2,1,0,1,5,0,276,2,127,0,4,20,28,0,2,14,0,2229
1,1,2,1,3,2,5,2,285,0,79,3,3,6,43,23,1,6,10,2221
0,1,1,2,0,1,5,1,158,1,1649,2,2,5,3,10,2,1,4,1358
2,0,3,2,2,0,3,0,77,3,7486,2,5,12,10,21,0,1,7,4359
2,1,0,1,1,0,2,1,107,2,3604,1,1,14,0,9,0,15,3,1824
0,1,1,1,0,0,0,0,172,0,5037,0,2,7,10,10,2,8,3,2946
3,1,3,0,1,0,3,1,105,2,4071,3,5,23,9,22,1,15,2,2195
1,0,2,2,0,0,2,0,132,2,7430,3,5,15,39,17,0,15,11,3284
2,1,0,0,1,2,5,1,144,2,7,3,3,17,13,2,2,14,1,1246
1,0,3,1,1,2,5,1,135,2,14,0,7,12,10,24,1,8,6,1780
0,0,2,0,3,2,5,1,178,0,20,3,1,0,24,18,0,9,9,1551
2,1,3,2,0,1,5,2,216,0,1283,1,7,1,28,12,2,0,5,2809
3,1,2,3,1,2,5,0,244,3,92,1,2,11,27,17,0,2,11,2269
3,0,2,1,0,0,3,1,151,2,4989,3,1,20,50,3,0,2,11,2642
2,1,0,1,0,2,5,1,259,1,18,3,6,3,35,1,1,9,8,2009
1,1,3,0,1,2,5,1,241,0,54,0,3,5,5,20,2,14,7,2168
2,1,2,3,2,1,5,2,271,3,506,3,5,8,40,21,2,14,11,3114
2,1,1,0,0,2,5,1,178,1,52,2,1,10,34,18,1,10,7,1736
1,1,0,3,1,1,5,2,151,1,559,1,2,20,24,3,0,5,3,1180
2,1,3,3,3,1,5,1,80,1,1230,0,1,16,18,0,1,11,7,1107
0,1,1,2,3,1,5,1,281,3,737,3,5,20,27,20,2,4,2,2919
0,1,0,2,0,1,5,1,179,0,550,1,3,4,48,19,2,6,3,2539
3,1,2,2,0,2,5,1,150,3,71,2,7,16,33,23,2,0,10,3244
0,1,0,1,2,0,2,2,110,1,2041,3,2,15,43,20,0,12,15,1804
2,0,2,0,3,1,5,2,101,1,68,0,3,13,1,5,0,13,15,881
1,1,2,0,0,1,5,0,87,3,677,3,6,17,4,2,0,8,10,2857
2,1,0,3,3,0,0,2,222,0,2212,2,7,15,26,11,1,15,15,3319
3,1,1,3,1,2,5,2,118,2,39,3,6,20,4,17,0,4,1,926
0,1,1,3,1,0,3,2,235,1,3368,3,7,12,27,16,0,8,3,2042
0,1,3,2,0,1,5,0,173,0,1219,1,4,21,0,0,2,2,14,1920
3,1,2,1,1,0,0,1,216,0,3757,2,3,14,8,22,0,1,14,2451
3,1,1,0,0,1,5,1,97,3,552,2,2,9,3,2,2,0,12,2196
3,1,1,0,1,2,5,1,193,3,2,1,7,5,36,11,2,10,7,2929
3,1,2,3,0,0,3,0,144,2,5134,2,5,5,11,13,0,7,1,2714
2,1,1,0,3,0,3,1,188,3,1230,3,2,24,17,20,0,0,5,3088
3,0,1,0,2,1,5,2,270,1,377,2,2,17,5,18,1,10,7,895
2,0,3,3,0,0,0,1,167,3,1630,3,5,5,28,0,0,15,5,3231
3,0,1,3,1,0,1,1,181,3,3900,0,6,15,31,11,0,6,11,2312
2,1,3,2,3,1,5,2,99,2,165,3,7,21,24,13,2,1,8,1743
1,0,0,1,3,1,5,1,143,2,1100,1,4,21,10,19,1,4,0,1741
2,1,2,3,0,2,5,1,88,3,37,1,2,13,43,19,1,9,15,3309
2,0,1,0,3,1,5,2,102,2,1215,1,3,21,6,23,1,7,14,1177
0,0,3,2,1,2,5,2,149,0,8,3,7,7,33,23,0,9,0,1631
2,1,0,3,0,1,5,2,76,0,302,0,6,8,3,13,0,8,3,2524
3,1,0,2,1,1,5,2,268,0,1343,1,7,12,17,15,1,7,9,2167
1,0,1,2,3,0,3,0,246,3,9671,0,3,5,12,0,0,8,12,4922
0,0,2,1,3,0,0,2,54,2,6465,2,2,16,13,20,2,9,0,2328
2,1,3,1,2,1,5,0,158,1,647,0,1,15,31,6,2,6,4,940
2,0,3,3,1,0,0,0,94,0,421,1,2,18,11,1,1,8,8,1146
1,1,2,3,2,2,5,2,173,3,50,0,1,4,42,1,0,4,4,3287
1,0,2,0,3,2,5,1,124,0,16,3,4,14,20,13,2,2,0,1835
3,1,3,3,1,0,3,0,86,3,4276,3,6,10,26,11,1,7,5,3197
0,1,0,0,1,0,1,1,174,0,2218,2,1,24,33,18,2,1,6,1984
2,0,3,2,2,0,2,2,185,2,6994,3,4,4,4,6,1,0,0,2079
0,1,3,1,1,0,2,0,296,3,6883,3,3,19,4,12,1,4,8,3122
1,0,3,3,1,0,2,0,87,0,4737,1,7,16,13,8,2,11,12,2545
3,1,3,0,0,2,5,1,122,3,43,0,2,12,12,24,1,10,11,2620
0,0,3,0,3,0,1,0,173,0,5027,2,6,15,36,9,2,2,0,1799
3,0,3,3,1,0,4,1,135,2,5330,2,7,6,23,3,2,4,10,2813
0,0,1,1,0,0,2,1,165,3,7390,1,3,11,0,9,1,7,14,3040
3,0,0,1,3,1,5,0,223,2,1586,3,5,2,29,24,2,7,5,1327
0,1,0,1,2,1,5,1,85,3,224,2,7,2,15,15,1,0,7,2752
0,1,3,2,3,0,3,0,263,2,2929,2,6,2,4,16,2,2,12,2211
1,0,1,1,1,2,5,0,191,0,81,2,7,20,21,1,2,3,1,1589
0,1,2,0,0,2,5,0,224,3,61,0,5,5,13,2,2,10,10,2905
2,0,0,3,2,0,3,1,150,0,546,0,3,14,39,9,1,15,0,2594
2,0,3,0,2,1,5,0,149,2,1560,3,3,1,37,13,0,12,11,1515
0,1,0,1,3,1,5,2,144,1,560,0,6,1,49,7,0,9,4,2281
1,0,0,1,1,2,5,2,170,0,93,1,2,0,49,9,1,11,1,2003
0,0,1,1,1,2,5,2,198,0,39,2,6,10,1,0,0,7,2,1163
2,0,2,2,1,0,0,0,128,3,9745,0,1,19,45,1,0,13,12,4556
1,0,3,2,0,2,5,2,81,1,74,3,6,13,26,24,2,7,6,1417
3,1,2,1,0,1,5,2,93,1,1846,3,5,19,2,18,2,6,3,899
0,1,3,2,2,1,5,0,295,1,706,3,7,19,5,22,1,13,3,1221
2,0,1,0,2,2,5,0,119,3,21,0,3,12,5,0,0,10,13,2186
3,0,3,3,3,1,5,1,222,0,103,1,3,9,4,19,0,9,5,1538
0,1,3,3,0,2,5,2,298,1,52,0,7,20,29,13,1,15,0,2502
3,1,0,3,0,0,1,0,52,1,8797,3,7,13,23,5,2,3,8,1059
0,0,0,1,3,2,5,0,299,1,47,1,1,12,1,13,0,0,14,820
2,0,2,0,2,1,5,2,92,2,1967,2,4,8,15,22,1,5,4,1348
1,1,2,3,3,0,3,2,273,2,9980,3,7,17,45,20,1,15,14,5663
3,0,1,2,1,1,5,2,62,2,1232,3,5,6,16,16,0,0,4,904
1,1,2,2,0,2,5,0,231,0,51,0,5,1,44,0,2,4,2,3046
2,0,2,3,3,0,3,0,146,2,3192,3,4,12,41,24,2,1,14,2248
1,0,1,3,1,2,5,0,182,3,24,0,4,6,3,5,1,1,13,2436
2,1,2,2,3,2,5,1,181,3,50,3,4,21,28,24,1,1,4,3172
1,1,2,2,3,0,4,2,78,2,798,0,3,0,33,13,1,10,4,2401
1,1,3,3,1,1,5,0,140,2,409,3,1,21,25,18,1,4,1,1224
0,0,3,0,1,0,1,2,229,1,2389,0,5,24,38,23,2,7,11,1480
2,0,0,0,3,0,3,1,82,0,9773,1,2,5,12,21,1,9,4,4307
2,1,0,1,1,1,5,2,284,1,1328,1,2,5,38,10,2,4,7,1638
3,0,3,0,1,1,5,0,155,1,1478,2,4,19,47,22,2,11,8,1110
0,1,1,0,0,1,5,2,245,3,1308,3,3,9,12,12,0,6,1,2449
2,1,0,2,2,0,0,2,230,3,3310,1,4,13,11,3,1,9,14,3881
1,0,0,3,0,2,5,0,139,1,75,2,2,14,42,13,0,0,5,1576
3,0,3,0,2,1,5,2,175,1,1774,3,1,12,25,8,2,2,5,980
2,1,3,3,0,0,2,0,95,0,2910,2,3,12,5,5,0,15,10,2708
2,0,3,2,1,2,5,2,70,2,98,2,1,8,35,15,2,7,14,909
1,1,0,0,0,2,5,1,167,3,13,3,6,7,41,2,0,11,10,3690
0,0,2,1,0,1,5,0,210,0,1098,0,7,16,22,11,0,0,15,2416
0,0,2,0,0,2,5,1,294,1,0,3,7,21,41,6,2,6,5,1276
1,0,3,2,1,1,5,2,146,2,854,3,4,20,31,17,1,1,9,1499
1,1,1,3,1,2,5,0,140,3,85,2,3,3,30,14,0,1,11,3069
3,1,0,2,0,2,5,1,239,3,89,2,1,19,17,20,1,8,8,2696
1,0,3,2,3,0,2,1,258,2,7715,1,2,7,46,22,0,10,5,3432
0,0,0,3,2,2,5,1,108,1,59,1,2,1,4,6,1,7,10,763
2,0,1,0,2,2,5,0,291,2,51,3,5,24,42,22,0,8,0,1531
1,0,0,3,2,0,4,1,188,2,2553,0,3,4,29,9,2,12,12,3050
0,1,1,2,0,2,5,2,142,1,65,2,3,10,43,22,0,14,8,1988
3,0,1,2,3,1,5,0,69,3,274,3,4,11,30,10,1,3,1,1852
0,0,1,3,3,2,5,0,209,3,50,0,2,3,39,5,0,4,14,2296
2,0,2,3,1,1,5,2,58,0,219,2,7,14,18,2,0,14,4,1757
1,0,1,3,1,0,2,2,231,0,6510,2,6,23,19,1,2,3,5,2744
2,1,1,3,0,2,5,2,216,2,18,1,2,17,34,4,0,8,11,1985
0,1,3,3,1,1,5,1,163,1,1118,2,4,12,33,24,0,8,1,1275
3,0,0,2,0,1,5,0,147,2,1095,0,1,18,42,10,1,9,6,1586
0,1,0,0,3,2,5,0,217,2,23,3,4,24,48,8,2,3,10,1681
1,1,2,1,3,2,5,0,238,0,83,3,4,21,33,15,1,4,5,2230
1,1,1,2,2,2,5,0,251,0,20,0,7,7,21,8,0,0,7,3099
3,1,1,2,1,0,2,1,60,1,7285,0,1,14,7,0,1,12,5,1757
1,0,1,0,0,1,5,0,175,2,405,2,4,7,27,10,2,5,15,1532
3,1,1,0,1,0,4,2,266,0,6743,1,1,20,23,18,0,15,5,4416
2,1,2,2,3,2,5,1,114,2,8,1,6,19,13,9,1,8,3,1701
1,1,1,0,2,2,5,1,132,3,41,2,7,16,47,23,1,15,10,4194
3,1,1,2,2,1,5,0,106,0,1059,3,3,12,26,6,0,5,9,1634
0,0,1,2,2,2,5,1,108,2,49,1,2,23,23,6,0,1,15,1329
2,1,3,3,2,2,5,0,145,3,26,3,7,3,24,6,1,15,5,2901
3,1,1,2,0,1,5,1,84,0,1345,3,2,1,49,18,1,15,1,2536
2,1,3,0,3,2,5,0,171,3,93,1,4,24,23,23,0,10,9,3100
3,0,0,2,2,2,5,1,68,3,0,3,3,5,44,11,2,4,4,2180
3,1,0,1,2,2,5,1,275,1,63,3,6,21,30,22,0,11,4,1629
1,1,2,2,2,2,5,2,217,1,44,1,2,8,32,10,2,0,5,1493
3,0,1,0,3,0,4,1,139,2,1025,0,1,12,14,20,2,1,3,1543
3,0,3,2,1,1,5,0,141,0,265,3,1,22,47,11,2,13,15,1389
1,1,0,3,3,2,5,0,146,2,59,0,7,22,1,1,0,9,8,2118
1,0,3,3,2,2,5,2,221,0,60,2,6,16,26,23,1,4,13,2288
2,0,1,0,2,1,5,1,198,0,1906,1,5,2,15,7,2,2,6,2167
0,0,0,3,3,0,1,2,296,0,6798,0,5,4,13,6,1,7,5,2055
2,1,2,3,2,1,5,0,110,3,996,0,3,18,18,10,0,6,7,2618
1,0,1,3,1,0,0,1,204,3,3002,3,1,10,36,21,0,1,15,3468
3,1,0,1,2,2,5,1,108,1,34,3,2,11,40,13,0,14,7,1515
2,1,3,0,0,1,5,1,285,0,29,2,4,19,18,8,0,15,8,2747
3,1,1,0,1,1,5,1,98,1,525,0,4,0,13,12,0,2,14,1261
0,1,1,0,0,0,0,1,122,1,1298,1,6,19,47,21,2,9,11,2690
3,1,1,1,3,0,4,0,282,2,8881,3,7,0,4,14,2,10,6,4323
2,1,1,1,1,1,5,1,78,3,567,1,7,16,9,0,2,15,0,2978
0,0,0,3,3,1,5,0,74,0,673,1,1,6,19,3,0,9,4,1463
1,1,2,1,0,2,5,0,176,1,9,0,6,9,21,16,1,12,15,2181
1,0,0,1,3,1,5,0,228,2,970,3,1,20,48,12,0,14,7,1951
1,0,0,0,2,1,5,0,143,3,541,3,6,13,35,20,0,12,13,3080
0,1,1,1,0,0,2,0,86,3,49,3,4,8,6,24,0,0,13,2363
2,0,2,3,2,2,5,1,117,1,51,1,4,17,41,10,2,3,1,1408
3,0,2,1,1,2,5,1,165,0,80,3,4,14,39,3,0,1,1,1550
1,0,1,1,1,0,4,1,223,1,8741,3,1,22,32,23,2,7,0,4562
2,1,0,1,2,1,5,2,57,3,1863,0,7,19,4,16,1,9,6,3415
2,1,1,2,0,2,5,1,172,3,99,3,3,3,24,15,0,12,5,3114
0,0,1,0,0,2,5,2,292,3,23,3,7,0,47,13,2,13,3,2668
2,1,0,3,2,1,5,1,298,1,159,0,1,3,7,17,2,8,0,1242
3,1,3,1,2,1,5,2,134,3,287,1,4,24,28,5,2,3,15,2358
3,1,1,2,0,1,5,0,244,3,1539,2,6,4,50,12,0,1,5,3401
3,0,1,1,2,0,0,1,122,3,9828,2,7,18,33,7,0,0,2,4490
0,0,2,2,1,0,1,1,153,3,3457,1,1,13,15,16,2,0,3,1859
3,0,0,0,1,1,5,2,236,2,1792,2,2,8,28,24,0,6,14,1057
0,1,1,0,2,0,4,1,202,2,7934,1,3,20,37,0,0,4,7,4631
3,0,1,2,2,1,5,1,79,1,1312,2,2,22,15,12,2,14,2,1065
3,1,3,1,1,2,5,2,228,2,33,3,1,0,35,10,0,9,5,1094
3,0,2,3,3,0,0,0,212,2,9242,2,7,0,33,7,2,6,13,3085
3,0,2,3,1,2,5,2,239,3,75,0,6,24,46,0,1,6,13,2542
3,0,2,3,3,0,0,0,166,1,9704,0,4,13,36,3,2,8,13,2969
2,1,3,2,0,1,5,0,161,1,1204,3,1,1,11,6,0,14,3,1320
3,0,0,0,0,2,5,1,225,2,37,0,5,5,50,11,1,3,12,2155
1,0,0,1,2,0,0,2,253,1,7988,2,2,21,41,22,0,6,5,3641
2,1,1,1,2,1,5,2,295,3,882,2,4,16,30,20,0,13,12,3199
2,1,3,3,2,0,3,2,107,2,3194,3,6,17,45,10,1,9,6,2796
0,1,0,3,1,2,5,0,256,3,79,3,3,11,43,19,0,0,1,2654
1,0,3,3,1,1,5,2,203,1,675,2,2,15,43,23,2,11,13,1236
0,1,3,1,2,2,5,2,84,3,85,3,3,19,23,9,1,11,3,2233
1,1,3,1,3,1,5,0,179,2,648,0,5,21,44,18,1,2,4,2708
3,0,3,3,2,1,5,0,57,1,718,1,7,0,5,9,0,1,14,1184
1,0,2,0,1,1,5,0,154,1,393,2,5,18,42,1,2,11,8,1099
0,1,3,2,1,1,5,0,276,2,270,3,5,10,37,20,1,1,14,1526
2,0,1,0,1,1,5,2,250,2,1638,0,7,21,10,2,2,15,8,1870
1,0,0,0,2,2,5,0,184,1,35,1,6,1,28,13,2,12,9,1833
0,1,2,3,0,1,5,1,179,3,1423,0,4,12,46,15,1,5,15,3516
3,1,3,2,3,1,5,0,66,3,435,3,7,15,31,12,2,9,5,2333
1,1,0,1,3,2,5,1,50,2,25,0,5,16,50,4,2,1,8,2718
1,1,3,0,1,1,5,2,130,2,1950,2,3,23,43,13,0,0,4,1916
3,1,3,0,0,0,3,0,213,2,3654,3,5,4,50,12,1,0,12,2637
2,1,1,0,1,2,5,2,233,2,74,2,3,0,11,24,0,8,3,1126
2,0,1,3,1,2,5,2,297,2,72,3,1,3,26,6,1,13,14,1066
2,1,3,2,1,2,5,2,79,0,57,0,3,21,4,12,0,12,13,1855
3,1,1,2,0,0,3,2,139,0,370,1,1,19,41,16,0,13,1,2258
2,0,0,3,0,2,5,0,178,1,70,0,2,10,26,4,0,8,13,1385
0,1,0,1,3,0,3,0,293,1,8001,2,2,13,2,11,0,4,14,3201
0,0,3,0,2,2,5,2,64,3,22,1,7,4,49,13,2,0,3,2771
0,0,1,3,2,1,5,2,242,1,520,1,3,24,26,1,0,12,1,1331
3,1,0,3,0,0,1,0,170,0,8876,2,7,16,37,14,2,15,13,2608
0,1,2,1,0,2,5,2,155,1,44,1,4,22,24,10,1,3,4,1414
0,0,3,2,2,1,5,0,255,0,402,0,7,3,25,22,1,12,4,2339
2,1,0,3,1,1,5,2,147,3,1679,0,1,5,29,12,1,4,11,2783
1,0,1,0,2,0,0,2,160,1,7440,1,7,24,41,13,0,12,6,4039
3,1,3,0,3,0,3,0,85,3,678,0,7,20,41,0,2,3,14,3036
3,1,2,2,1,1,5,1,188,2,1319,3,7,9,30,2,0,15,4,1645
1,0,1,1,1,2,5,1,90,0,15,0,4,9,2,19,1,6,4,1553
0,1,1,3,0,2,5,2,259,0,6,0,6,7,18,17,1,2,7,2789
0,0,2,2,3,2,5,2,69,1,35,3,1,7,21,19,0,12,11,1023
3,0,3,2,1,0,4,1,210,3,6683,2,1,6,1,20,2,7,14,3624
1,1,3,2,3,2,5,0,147,3,36,2,5,18,8,11,2,5,3,2561
1,0,1,1,3,0,3,2,79,1,4195,3,3,24,50,7,2,10,11,2855
1,1,1,3,1,2,5,2,226,3,21,2,4,6,9,17,1,6,15,2267
0,0,3,0,1,1,5,2,255,1,1798,0,3,23,13,15,2,4,13,994
1,0,2,3,3,0,3,0,59,0,4562,1,7,8,50,2,1,6,5,3571
1,0,0,3,0,1,5,0,178,2,1006,0,1,14,10,18,2,15,11,1789
1,1,2,3,0,2,5,0,119,0,77,3,5,8,13,22,1,4,9,2170
1,0,2,0,3,0,2,1,282,2,4428,1,6,11,44,1,0,9,1,2751
0,0,2,2,2,1,5,2,91,2,1630,1,5,13,4,9,0,14,12,1470
2,0,0,3,1,0,2,2,202,0,9282,2,7,11,27,8,0,3,4,3199
1,1,1,3,1,0,3,0,183,1,7025,2,2,0,49,2,2,9,15,3443
1,0,1,1,0,2,5,0,299,3,1,2,7,3,43,3,1,11,0,3238
3,1,2,3,0,0,2,2,88,2,5321,2,4,16,41,24,0,11,5,2598
1,0,3,1,0,0,1,1,89,1,7423,0,2,7,12,11,1,14,8,1479
3,1,2,3,3,2,5,0,273,2,55,3,3,12,20,4,1,7,5,977
0,1,2,3,1,1,5,0,104,0,87,3,3,12,31,13,1,10,9,1589
0,0,3,3,0,0,1,1,176,2,4373,2,2,11,14,1,0,5,12,1184
0,0,0,2,2,0,2,2,256,1,7576,1,7,10,9,9,1,13,9,2514
2,0,0,2,0,2,5,1,122,2,5,1,7,18,19,18,0,5,13,2056
2,1,1,3,2,2,5,2,211,3,76,3,7,17,5,2,1,11,10,2546
3,1,3,2,3,0,0,0,260,2,2468,3,7,18,43,24,0,0,15,2334
3,1,0,1,0,0,3,0,187,0,8542,1,1,18,7,19,0,9,10,4131
2,0,2,2,2,2,5,2,259,0,53,1,1,22,40,14,0,8,4,1857
2,0,1,1,1,0,1,1,209,2,9970,0,6,2,48,23,1,4,5,2127
0,0,2,3,2,1,5,2,126,0,118,2,2,15,44,7,1,14,2,1738
0,0,0,1,2,0,3,0,152,1,6040,3,3,7,49,22,2,14,4,2779
1,1,3,1,0,1,5,0,168,3,1202,0,4,24,47,20,2,14,9,4219
2,1,0,0,2,0,3,1,142,0,1943,1,7,9,14,0,2,11,2,2966
1,1,2,3,1,2,5,0,95,1,95,3,6,1,42,9,1,2,8,1417
2,1,3,3,3,2,5,1,111,3,70,2,7,23,40,9,1,13,7,3444
0,1,3,0,3,2,5,0,61,0,63,2,4,13,11,23,0,7,10,1641
3,0,1,2,0,0,4,0,183,3,2132,2,5,8,37,9,2,3,7,2886
1,1,0,2,3,2,5,1,152,1,91,2,7,2,50,4,1,15,1,2537
0,0,2,2,1,0,4,0,117,2,185,2,2,9,5,20,2,7,6,572
1,1,0,0,1,0,4,2,163,0,3674,0,4,15,44,17,2,4,11,4285
3,0,2,3,0,0,1,2,181,2,7643,1,5,12,46,12,0,12,12,1837
1,1,3,2,0,2,5,0,236,3,7,3,4,12,48,11,1,8,1,3280
3,0,2,0,0,0,3,0,109,3,3237,3,3,6,46,14,1,6,2,2721
1,0,0,2,2,1,5,1,211,0,1254,0,6,17,46,1,0,6,14,3095
2,1,1,1,3,2,5,0,72,3,98,2,2,0,23,19,2,4,5,2537
3,1,0,0,3,0,3,1,264,0,8451,1,7,21,36,20,1,1,5,5247
0,0,0,2,1,2,5,2,75,3,84,1,3,19,50,11,1,12,9,2601
0,1,0,1,3,1,5,1,157,0,1396,3,5,4,13,10,0,4,2,1895
2,1,1,1,2,1,5,1,165,0,1703,1,2,5,18,20,2,2,1,2189
1,1,1,0,1,0,2,0,242,2,1439,2,1,14,2,8,2,9,4,1089
0,0,3,0,1,2,5,2,53,1,30,1,2,22,49,15,1,0,4,1109
2,0,1,2,0,1,5,0,164,1,378,0,3,18,8,22,0,7,15,1328
2,1,2,3,0,2,5,1,171,2,92,1,3,19,45,10,1,9,10,2298
0,0,2,3,2,1,5,0,205,2,1007,1,7,11,47,14,0,10,0,1986
0,0,1,2,0,2,5,1,284,1,63,2,4,7,28,0,1,3,4,1381
2,0,3,1,0,2,5,2,233,1,60,1,7,22,22,24,1,7,9,1764
1,0,2,3,1,0,3,2,65,3,5498,0,7,8,18,13,0,1,0,4658
1,0,0,3,2,0,3,1,67,1,8858,2,6,11,10,10,1,4,13,3875
2,0,1,2,3,1,5,2,54,1,879,1,3,11,46,19,1,11,13,1536
3,1,1,3,2,0,2,2,143,1,8590,0,5,7,36,18,1,15,14,3191
1,0,2,1,0,0,2,0,273,3,911,2,3,12,38,14,1,10,9,3129
0,1,2,3,0,2,5,2,247,2,35,1,6,11,37,16,1,9,12,2294
0,0,2,3,2,1,5,0,125,3,1096,1,5,3,13,5,1,10,2,2273
1,0,3,2,1,2,5,2,197,0,43,2,2,21,5,5,0,7,0,1266
1,0,0,2,3,1,5,1,159,0,1491,1,3,24,45,14,0,7,10,2578
2,1,2,2,0,2,5,1,93,2,7,3,2,3,14,13,2,12,10,1513
2,1,1,3,1,0,2,2,132,1,5132,3,7,21,46,16,1,13,5,2445
2,1,3,2,3,2,5,2,233,0,94,3,2,17,10,1,0,2,10,1771
2,0,2,0,0,1,5,1,159,1,30,3,1,10,32,18,1,13,1,1335
3,0,2,3,1,2,5,0,204,2,56,3,7,2,12,15,2,13,13,808
2,0,1,3,2,0,3,0,252,3,9734,0,7,11,0,18,2,12,13,5444
1,1,0,3,0,0,1,0,245,2,1092,1,6,16,12,7,2,6,10,2052
